Proveedor,Pets,Categoría,Marca,SKU,Nombre de producto,DIC,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC.1,ENE.1,FEB.1,MAR.1,TOTAL GENERAL,Ventas Prom x Mes,Pronostico Abril,Ventas Abr,Promedio ultimos 3 meses,Time meses en inventario,TOTAL AS,AUTOSHIPS (ACTIVOS-15 DÍAS),AUTOSHIPS (ACTIVOS-30 DÍAS),SAFETY STOCK,STOCK Actual,STOCK- safety stock,Tipo de producto,Cantidades a Ordenar,inventario total
DogHood,perro,Accesorios,ZeeDog,ZepZD2462,Pink Led Pechera Ajustable - M,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2,0.25,0,0.3333333333333333,0.0,0,0,0,0.0875,0.0,0.0,DD,1.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2463,Pink Led Pechera Ajustable - S,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,2.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2460,Pink Led Pechera Ajustable - XS,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2465,Pink Led Collar - L,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2466,Pink Led Collar - M,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2467,Pink Led Collar - S,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.25,0,0.3333333333333333,0.0,0,0,0,0.0875,0.0,0.0,DD,1.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2464,Pink Led Collar - XS,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2,0.25,0,0.0,NA,0,0,0,0.0875,0.0,0.0,DD,1.0,1.0
DogHood,perro,Accesorios,ZeeDog,ZepZD2469,Pink Led Arnes H - L,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2470,Pink Led Arnes H - M,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2471,Pink Led Arnes H - S,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2468,Pink Led Arnes H - XS,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2473,Pink Led Correa - L,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2474,Pink Led Correa - S,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2472,Pink Led Correa - XS,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2478,Prisma Pechera Ajustable - XS,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.25,0,0.3333333333333333,3.0,0,0,0,0.0875,1.0,0.0,DD,0.0,1.0
DogHood,perro,Accesorios,ZeeDog,ZepZD2480,Prisma Collar - L,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2481,Prisma Collar - M,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2482,Prisma Collar - S,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2,0.25,0,0.0,NA,0,0,0,0.0875,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2479,Prisma Collar - XS,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2484,Prisma Arnes H - L,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2,0.25,0,0.0,NA,0,0,0,0.0875,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2485,Prisma Arnes H - M,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2486,Prisma Arnes H - S,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0.3333333333333333,0.0,0,0,0,0.0,0.0,0.0,DD,1.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2483,Prisma Arnes H - XS,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2488,Prisma Correa - L,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2489,Prisma Correa - S,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2,0.25,0,0.0,NA,0,0,0,0.0875,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2487,Prisma Correa - XS,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2491,Skull 2.0 Collar - L,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2492,Skull 2.0 Collar - M,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2,0.25,0,0.3333333333333333,0.0,0,0,0,0.0875,0.0,0.0,DD,1.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2493,Skull 2.0 Collar - S,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2490,Skull 2.0 Collar - XS,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2497,Skull 2.0 Arnes H - L,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2499,Skull 2.0 Arnes H - M,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2500,Skull 2.0 Arnes H - S,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2494,Skull 2.0 Arnes H - XS,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2501,Skull 2.0 Correa - XS,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2505,Ultimate Blue Pechera Ajustable - L,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2,0.25,0,0.3333333333333333,0.0,1,0,1,0.0875,0.0,0.0,DD,1.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2506,Ultimate Blue Pechera Ajustable - M,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.2,0.25,0,0.0,NA,0,0,0,0.0875,1.0,0.0,DD,0.0,1.0
DogHood,perro,Accesorios,ZeeDog,ZepZD2507,Ultimate Blue Pechera Ajustable - S,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2504,Ultimate Blue Pechera Ajustable - XS,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2,0.25,0,0.0,NA,0,0,0,0.0875,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2509,Ultimate Blue Collar - L,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2510,Ultimate Blue Collar - M,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,1.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2511,Ultimate Blue Collar - S,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2508,Ultimate Blue Collar - XS,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2513,Ultimate Blue Arnes H - L,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2514,Ultimate Blue Arnes H - M,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,1.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2515,Ultimate Blue Arnes H - S,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,2.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2512,Ultimate Blue Arnes H - XS,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2517,Ultimate Blue Correa - L,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.2,0.25,0,0.0,NA,0,0,0,0.0875,1.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2518,Ultimate Blue Correa - S,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2,0.25,0,0.3333333333333333,0.0,0,0,0,0.0875,0.0,0.0,DD,1.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2516,Ultimate Blue Correa - XS,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,0.0,NA
Mundo Pet,dos,Accesorios,MPets,MPdMP2694,Maletin de Viaje - Small,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2,0.25,0,0.0,NA,0,0,0,0.0875,1.0,0.0,DD,NA,1.0
nan,nan,nan,nan,ChdLC2697,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,NA
nan,nan,nan,nan,ChdLC2695,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,NA
nan,nan,nan,nan,ChdLC2698,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,NA
nan,nan,nan,nan,ChdLC2696,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2,0.25,0,0.0,NA,0,0,0,0.0875,0.0,0.0, ,NA,NA
Suplidora Royal,perro,Alimento,Royal Canin,RopRC2699,"Mini Cachorros - 2, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0.6,0.75,0,1.0,3.0,2,1,0,1.2625,3.0,0.0,DD,NA,NA
Ageagro,gato,Higiene,Fresh Step,FrgFS2702,"Arena Premium con Febreze - 3.17, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0.6,0.75,2,1.6666666666666667,1.7999999999999998,1,0,1,0.26249999999999996,3.0,0.0,DD,NA,NA
Ageagro,gato,Higiene,Fresh Step,FrgFS2701,"Arena Perfumada Multi-Cat con Frebreze - 6.35, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,1.0,1.25,2,1.6666666666666667,6.0,1,0,1,0.4375,10.0,0.0,DD,NA,NA
Ageagro,gato,Higiene,Fresh Step,FrgFS2700,"Arena Perfumada Extreme con Frebreze - 11.3, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,1.2,1.5,9,4.666666666666667,1.0714285714285714,1,1,0,1.525,5.0,0.0,DD,NA,NA
BELINA,perro,Alimento,NutriSource,NupNS2693,"Alimento En Lata de Pollo, Cordero y Pescado - 368, g",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.4,0.5,6,2.6666666666666665,-1.5,4,2,2,2.175,-4.0,0.0,DD,10.0,6.0
tobi,perro,Otro,tobi,topto2704,Mystery Box para Perro - CAJA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0.4,0.5,0,0.3333333333333333,0.0,0,0,0,0.175,0.0,0.0,DD,NA,NA
tobi,gato,Otro,tobi,togto2705,Mystery Box para Gato - CAJA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0.4,0.5,0,0.3333333333333333,0.0,0,0,0,0.175,0.0,0.0,DD,NA,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2650,Blast Collar - L,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2,0.25,0,0.3333333333333333,0.0,0,0,0,0.0875,0.0,0.0,DD,1.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2649,Blast Collar - M,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2,0.25,0,0.0,NA,0,0,0,0.0875,0.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2648,Blast Collar - S,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,0.0,NA
DogHood,perro,Accesorios,ZeeDog,ZepZD2647,Blast Collar - XS,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,0.0,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2706,Swamp Cooler Neck Salmon Pink/Blue Mist - M,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,1.0,1.25,2,2.0,-0.5,0,0,0,0.4375,-1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2707,Swamp Cooler Neck Aurora Teal/Heliotrope Purple - L,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0.4,0.5,0,0.3333333333333333,0.0,0,0,0,0.175,0.0,0.0,DD,NA,NA
Nutropical,dos,Farmacia,ReThink,RedRT2708,"CBD Spray para Mascotas sabor Carne 500mg - 30, ml",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,0,1,2,6,1.2,1.5,0,1.0,2.0,0,0,0,0.5249999999999999,2.0,0.0,CD,NA,NA
Nutropical,dos,Farmacia,ReThink,RedRT2709,"CBD Spray para Mascotas sabor Salmon 500mg - 30, ml",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,3,0,0,5,1.0,1.25,0,0.0,NA,0,0,0,0.4375,5.0,0.0,CD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2715,Double Track™ (Correa Doble) - Granito Gris,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.25,0,0.3333333333333333,6.0,0,0,0,0.0875,2.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2716,Trail Runner Bowl (Tazón Ultraligero y Empacable) - Azul,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2717,Bolsa Treat Trader™ - Gris,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0.3333333333333333,0.0,0,0,0,0.0,0.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2718,Funda de Asiento Dirtbag™ - Gris Granito,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2751,Roamer™ (Correa elástica para correr) - Gris Granito,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2752,Knot-a-Leash™ Correa Reflectante Con Bloqueo - Negra,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2753,Knot-a-Leash™ Correa Reflectante Con Bloqueo - Rosada,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2746,Front Range Collar Blue Moon - Large,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.25,0,0.3333333333333333,3.0,0,0,0,0.0875,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2745,Front Range Collar Blue Moon - Medium,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.25,0,0.3333333333333333,3.0,0,0,0,0.0875,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2744,Front Range Collar Blue Moon - Small,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2720,Front Range Collar Hibiscus Pink - Small,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2722,Front Range Collar Hibiscus Pink - Medium,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.25,0,0.3333333333333333,3.0,0,0,0,0.0875,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2732,Front Range Collar Hibiscus Pink - Large,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2742,Front Range Collar Sumac Aurora Teal - Large,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2741,Front Range Collar Sumac Aurora Teal - Medium,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2740,Front Range Collar Sumac Aurora Teal - Small,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2719,Front Range Collar Red Sumac - Small,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.2,0.25,0,0.0,NA,0,0,0,0.0875,0.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2721,Front Range Collar Red Sumac - Medium,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0.3333333333333333,0.0,0,0,0,0.0,0.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2723,Front Range Collar Red Sumac - Large,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.25,0,0.3333333333333333,3.0,0,0,0,0.0875,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2730,Arnés Front Range Hibiscus Pink - Large - Extra Large,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2729,Arnés Front Range Hibiscus Pink - Medium,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.25,0,0.3333333333333333,3.0,0,0,0,0.0875,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2728,Arnés Front Range Hibiscus Pink - Small,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2726,Arnés Front Range Hibiscus Pink - Extra Small,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2747,Arnés Front Range Blue Moon - Extra Small,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2748,Arnés Front Range Blue Moon - Small,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2749,Arnés Front Range Blue Moon - Medium,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.2,0.25,0,0.0,NA,0,0,0,0.0875,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2750,Arnés Front Range Blue Moon - Large - Extra Large,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2735,Arnés Front Range Aurora Teal - Extra Small,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2736,Arnés Front Range Aurora Teal - Small,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2737,Arnés Front Range Aurora Teal - Medium,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2738,Arnés Front Range Aurora Teal - Large - Extra Large,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2725,Arnés Front Range Red Sumac - Extra Small,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2727,Arnés Front Range Red Sumac - Small,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0.3333333333333333,3.0,0,0,0,0.0,1.0,0.0,DD,NA,NA
